2,984906e-05 25000000 1 1078
1,209621e-04 25000000 1 1661
1,353156e-04 25000000 1 1732
2,771002e-05 25000000 1 1630
4,568816e-05 25000000 1 965
8,810385e-05 25000000 1 965
4,955881e-05 25000000 1 1139
7,888560e-05 25000000 1 1746
1,626225e-04 25000000 1 1734
1,654150e-04 25000000 1 1695
2,675917e-05 50000000 2 6564
1,253843e-04 50000000 2 6786
4,051881e-05 50000000 2 5424
2,265934e-05 50000000 2 5339
1,169555e-04 50000000 2 6554
8,433506e-05 50000000 2 6498
2,975055e-06 50000000 2 5249
5,441393e-05 50000000 2 6438
7,282498e-05 50000000 2 6809
7,940689e-06 50000000 2 6255
1,088492e-04 75000000 3 16096
1,369573e-05 75000000 3 15448
6,170535e-05 75000000 3 13175
2,725165e-05 75000000 3 9100
3,012517e-07 75000000 3 14253
4,783055e-06 75000000 3 13720
9,748355e-05 75000000 3 9074
1,343140e-04 75000000 3 13202
6,128094e-05 75000000 3 12941
1,190521e-04 75000000 3 13456
5,344627e-05 100000000 4 28179
6,962914e-05 100000000 4 25751
9,821003e-06 100000000 4 26517
1,763869e-05 100000000 4 27517
9,298974e-06 100000000 4 27630
2,229875e-05 100000000 4 26375
1,901379e-05 100000000 4 27128
3,034970e-05 100000000 4 27771
2,613528e-05 100000000 4 25829
1,353960e-06 100000000 4 28115
8,071906e-05 125000000 5 37177
2,312789e-05 125000000 5 34324
6,013332e-05 125000000 5 37839
6,037779e-05 125000000 5 35924
5,540706e-05 125000000 5 38219
1,497762e-05 125000000 5 37528
2,898479e-05 125000000 5 36497
6,106024e-05 125000000 5 35374
1,528473e-05 125000000 5 39694
4,579337e-06 125000000 5 41633
4,348954e-05 150000000 6 53458
1,072484e-05 150000000 6 53373
9,974526e-07 150000000 6 53052
9,180490e-05 150000000 6 53918
1,449379e-05 150000000 6 53081
1,725231e-05 150000000 6 53363
8,529424e-05 150000000 6 52806
1,434084e-05 150000000 6 53607
5,387917e-05 150000000 6 52516
4,784402e-05 150000000 6 53834
