9,678959e-03 12000 1 17
2,204610e-03 6000 2 4
4,326676e-03 3000 4 2
1,158882e-02 2000 6 1
3,477850e-03 1500 8 1
2,491072e-02 1200 10 1
5,859240e-03 1000 12 4
2,384968e-02 750 16 1
4,212717e-05 12000000 1 1490
5,113763e-05 6000000 2 529
3,987403e-04 3000000 4 363
6,221856e-04 2000000 6 211
1,670107e-04 1500000 8 480
2,124230e-04 1200000 10 509
9,118476e-04 1000000 12 369
3,459384e-05 750000 16 281
2,495783e-02 1200 1 1
1,615109e-03 600 2 0
2,629023e-03 300 4 0
1,960555e-02 200 6 1
2,707990e-02 150 8 0
7,164328e-02 120 10 1
1,859164e-02 100 12 0
1,615109e-03 75 16 0
