4,586001e-03 12000 1 16
1,674094e-03 12000 1 0
8,252673e-04 12000 1 0
1,105830e-02 12000 1 0
2,145625e-03 12000 1 0
4,479898e-03 12000 1 0
2,947333e-03 12000 1 0
1,827315e-03 12000 1 0
2,522920e-03 12000 1 0
1,992404e-03 12000 1 0
2,145625e-03 12000 2 0
2,463935e-03 12000 2 0
9,737944e-03 12000 2 0
7,828085e-03 12000 2 0
2,251728e-03 12000 2 0
1,143577e-03 12000 2 0
4,432779e-03 12000 2 0
1,296624e-04 12000 2 0
5,540756e-04 12000 2 0
1,190695e-03 12000 2 0
3,371746e-03 12000 3 0
6,920273e-03 12000 3 0
5,918225e-03 12000 3 0
5,069399e-03 12000 3 0
3,796160e-03 12000 3 0
5,493812e-03 12000 3 0
2,355909e-05 12000 3 0
6,071447e-03 12000 3 0
1,674094e-03 12000 3 0
7,662822e-04 12000 3 0
1,037474e-03 12000 4 1
3,159540e-03 12000 4 0
1,933418e-03 12000 4 0
1,402902e-03 12000 4 0
4,692104e-03 12000 4 0
3,312761e-03 12000 4 0
1,674094e-03 12000 4 0
1,615109e-03 12000 4 0
2,782245e-03 12000 4 0
6,601789e-04 12000 4 0
2,098507e-03 12000 5 0
4,586001e-03 12000 5 0
1,721212e-03 12000 5 0
3,206658e-03 12000 5 0
7,191640e-04 12000 5 0
1,402902e-03 12000 5 0
2,098507e-03 12000 5 0
3,371746e-03 12000 5 0
5,069399e-03 12000 5 0
4,326676e-03 12000 5 0
4,008541e-04 12000 6 0
2,841230e-03 12000 6 0
1,780197e-03 12000 6 0
2,841230e-03 12000 6 0
3,949381e-03 12000 6 0
8,511823e-03 12000 6 0
3,902263e-03 12000 6 0
5,812122e-03 12000 6 0
6,660949e-03 12000 6 0
2,947508e-04 12000 6 0
1,355784e-03 12000 8 0
6,024329e-03 12000 8 0
1,827315e-03 12000 8 0
5,328724e-03 12000 8 0
6,708067e-03 12000 8 0
1,402902e-03 12000 8 0
3,843278e-03 12000 8 0
3,312761e-03 12000 8 0
1,886300e-03 12000 8 0
6,283654e-03 12000 8 0
6,601963e-03 12000 10 0
