2,151733e-04 1200000 1 69
2,629198e-04 1200000 1 46
2,714081e-04 1200000 1 78
2,103009e-04 1200000 1 94
4,690182e-05 1200000 1 62
1,614934e-04 1200000 1 47
4,584079e-05 1200000 1 94
3,110990e-04 1200000 1 63
4,974081e-04 1200000 1 93
7,552391e-04 1200000 1 63
1,237381e-03 1200000 2 219
3,291366e-04 1200000 2 234
4,379902e-04 1200000 2 62
6,113714e-04 1200000 2 172
4,284409e-04 1200000 2 140
2,310888e-04 1200000 2 110
5,707941e-05 1200000 2 78
2,355909e-05 1200000 2 172
4,050982e-04 1200000 2 234
3,223376e-04 1200000 2 188
2,268447e-04 1200000 3 297
5,080184e-04 1200000 3 234
3,605348e-04 1200000 3 265
2,989949e-04 1200000 3 157
8,931734e-04 1200000 3 203
2,630945e-05 1200000 3 203
8,999723e-04 1200000 3 140
2,898784e-04 1200000 3 266
4,602719e-04 1200000 3 157
1,390170e-03 1200000 3 265
2,674219e-05 1200000 4 313
6,495685e-04 1200000 4 328
2,312636e-05 1200000 4 234
5,069574e-04 1200000 4 281
1,472672e-04 1200000 4 297
3,821882e-04 1200000 4 312
1,317845e-04 1200000 4 282
4,401123e-04 1200000 4 296
7,807039e-04 1200000 4 329
8,271895e-06 1200000 4 234
8,596531e-04 1200000 5 328
2,418739e-05 1200000 5 359
4,957188e-04 1200000 5 344
4,965218e-05 1200000 5 328
4,889198e-04 1200000 5 359
6,682344e-04 1200000 5 360
2,427602e-04 1200000 5 357
2,077461e-04 1200000 5 328
4,477975e-05 1200000 5 362
7,979384e-05 1200000 5 319
3,206483e-04 1200000 6 390
2,018126e-04 1200000 6 391
5,738025e-04 1200000 6 406
1,971358e-04 1200000 6 406
4,140192e-04 1200000 6 359
3,966100e-04 1200000 6 375
1,663658e-04 1200000 6 406
1,569913e-05 1200000 6 360
3,238314e-04 1200000 6 391
4,061593e-04 1200000 6 359
7,405594e-05 12000000 1 781
3,849469e-04 12000000 1 453
1,152323e-04 12000000 1 797
1,341104e-04 12000000 1 469
1,688145e-04 12000000 1 453
2,087093e-04 12000000 1 704
1,757112e-04 12000000 1 468
2,542317e-06 12000000 1 453
1,740510e-05 12000000 1 610
1,534295e-04 12000000 1 624
6,680345e-06 12000000 2 2078
1,162974e-06 12000000 2 1219
2,500896e-04 12000000 2 1176
1,113668e-05 12000000 2 1312
2,669601e-04 12000000 2 641
1,950137e-04 12000000 2 1719
1,554455e-04 12000000 2 1874
2,461180e-05 12000000 2 1938
7,448035e-05 12000000 2 1703
3,723809e-05 12000000 2 1641
2,807535e-04 12000000 3 2520
6,462107e-05 12000000 3 2451
1,367713e-04 12000000 3 2309
1,038710e-04 12000000 3 2328
2,907647e-05 12000000 3 2203
2,256859e-04 12000000 3 2418
1,507686e-04 12000000 3 2346
5,676943e-05 12000000 3 2318
9,974126e-05 12000000 3 2168
1,834568e-04 12000000 3 2129
1,533234e-04 12000000 4 2986
3,317892e-04 12000000 4 3030
1,131020e-04 12000000 4 3156
6,133187e-05 12000000 4 3078
1,948015e-04 12000000 4 2466
1,071227e-05 12000000 4 2537
9,358727e-05 12000000 4 3109
3,762464e-04 12000000 4 3230
2,063751e-04 12000000 4 2937
4,657518e-05 12000000 4 2874
4,827284e-05 12000000 5 3112
2,337414e-04 12000000 5 3359
1,491771e-04 12000000 5 3610
9,145688e-05 12000000 5 3188
6,875077e-05 12000000 5 3376
5,326802e-05 12000000 5 3375
2,726896e-04 12000000 5 3048
3,630896e-04 12000000 5 3282
2,375611e-04 12000000 5 3532
2,678089e-04 12000000 5 3157
1,549524e-05 12000000 6 3734
8,053656e-05 12000000 6 3735
4,498363e-05 12000000 6 3677
1,726342e-04 12000000 6 3814
2,037600e-05 12000000 6 3916
6,461274e-05 12000000 6 3701
2,387740e-05 12000000 6 3861
1,548089e-04 12000000 6 3890
1,870643e-04 12000000 6 3751
2,430182e-05 12000000 6 3843
