1,042485e-04 25000000 1 875
5,047554e-05 25000000 1 844
3,279432e-05 25000000 1 859
1,114925e-05 25000000 1 875
1,270736e-04 25000000 1 875
1,513584e-04 25000000 1 875
3,646125e-05 25000000 1 874
1,105605e-05 25000000 1 875
1,262621e-05 25000000 1 875
5,877706e-05 25000000 1 875
6,398869e-05 50000000 2 937
8,601574e-05 50000000 2 891
2,037481e-04 50000000 2 985
2,301585e-05 50000000 2 921
2,004512e-05 50000000 2 953
1,082686e-05 50000000 2 906
4,710554e-05 50000000 2 891
1,307660e-04 50000000 2 906
3,934743e-05 50000000 2 890
1,741359e-05 50000000 2 907
4,800031e-06 75000000 3 999
9,539543e-05 75000000 3 985
1,550932e-04 75000000 3 953
4,064613e-05 75000000 3 1015
5,769889e-05 75000000 3 907
2,314333e-05 75000000 3 969
3,680944e-05 75000000 3 1000
2,716677e-05 75000000 3 937
3,692827e-05 75000000 3 984
3,391478e-05 75000000 3 922
1,574565e-05 100000000 4 1000
2,517627e-05 100000000 4 999
1,102923e-04 100000000 4 1016
2,032523e-05 100000000 4 1049
1,429415e-05 100000000 4 1025
5,592909e-05 100000000 4 1011
6,690441e-05 100000000 4 1018
3,592241e-05 100000000 4 1092
5,155779e-05 100000000 4 985
2,264252e-05 100000000 4 1000
2,919870e-05 125000000 5 1046
9,950036e-05 125000000 5 1031
3,648163e-05 125000000 5 1015
3,916917e-05 125000000 5 1047
3,561582e-05 125000000 5 1000
2,766062e-05 125000000 5 1063
3,677548e-05 125000000 5 1031
5,343099e-05 125000000 5 1015
8,062920e-06 125000000 5 1015
5,127158e-05 125000000 5 1047
6,972676e-05 150000000 6 1063
7,983628e-05 150000000 6 1046
4,859947e-05 150000000 6 1063
2,641115e-05 150000000 6 1046
6,116210e-05 150000000 6 1046
5,012401e-06 150000000 6 1063
5,948143e-05 150000000 6 1062
3,179287e-05 150000000 6 1063
6,398037e-05 150000000 6 1047
7,711171e-05 150000000 6 1063
1,665601e-05 200000000 8 1094
4,789421e-06 200000000 8 1094
7,861185e-05 200000000 8 1093
2,910830e-05 200000000 8 1079
6,384864e-05 200000000 8 1109
1,793227e-06 200000000 8 1094
3,400390e-05 200000000 8 1094
1,727990e-05 200000000 8 1078
1,808433e-05 200000000 8 1079
3,784909e-05 200000000 8 1171
1,507592e-05 250000000 10 1532
3,233596e-05 250000000 10 1562
2,620404e-05 250000000 10 1516
5,006301e-05 250000000 10 1454
1,255337e-05 250000000 10 1579
1,990914e-05 250000000 10 1531
2,710040e-05 250000000 10 1516
5,336478e-05 250000000 10 1548
1,755466e-05 250000000 10 1500
3,693162e-06 250000000 10 1563
3,366437e-05 300000000 12 1828
3,908764e-06 300000000 12 1781
3,731433e-05 300000000 12 1829
3,994569e-05 300000000 12 1765
5,385722e-06 300000000 12 1750
2,414478e-05 300000000 12 2031
3,615143e-05 300000000 12 1813
1,307625e-05 300000000 12 1890
5,890937e-06 300000000 12 1953
3,389356e-05 300000000 12 1829
